,Open,High,Low,Close,Adj Close,Volume
4631,0.7225562923854364,0.7003010402561596,0.7135709542191775,0.7035878524513954,0.6993218032362923,0.012885164960256044
4632,0.7362253543094432,0.7276727081760442,0.7656110784249871,0.7354462871309582,0.7272911712678842,-0.32049564641051187
4633,0.7613714723026442,0.7391840859373836,0.7767997181392671,0.7553093424080545,0.7447293246919382,-0.5196757090124182
4634,0.7431889549874249,0.7160332974596063,0.755203014553732,0.7353171766847915,0.7271776974875508,-0.544196832563342
4635,0.7549237894183335,0.7574746104183665,0.7821338829104869,0.7854909664539044,0.7712267065308361,-0.4476761006485119
4636,0.807020976856003,0.8001948459725621,0.8235056775738571,0.8012267180457058,0.7850417505057747,-0.3913473867113153
4637,0.795544114217296,0.7790905894575815,0.8210339408044848,0.800452855053786,0.7843624002397632,-0.4997959650209977
4638,0.8164345422856335,0.7904741389119022,0.8371662492079753,0.8094815188884933,0.7922887469652767,-0.5524149024643978
4639,0.8099868594013229,0.7913693719382022,0.8146589605391179,0.7906503411253063,0.7757561388892514,-0.5285924812127542
4640,0.8039260245947051,0.8297408869527674,0.8307914640930741,0.8061280781951177,0.7893447871211996,-0.2695070143320985
4641,0.8325537494964101,0.7998111436129214,0.824156218156523,0.8038063086453081,0.7873061719641778,-0.39224571823896104
4642,0.776201065564364,0.7647650959470936,0.7883786327650288,0.7814925668444324,0.7677164939617563,-0.08639710461363331
4643,0.7594370513790589,0.7458351997019282,0.7794016853194643,0.7746565621133681,0.761715288612931,-0.4874189528623225
4644,0.7339042787386518,0.7121961075866348,0.740501822575932,0.7350593556349982,0.7269513017445608,-0.3212109844788224
4645,0.7558263618592107,0.7237076772055491,0.7509098864471871,0.7286102823998938,0.7212893890187615,-0.4290606751034076
4646,0.7103057335913432,0.7043938995336729,0.7198159122342161,0.717775697485307,0.7117779585595455,-0.35980596862953007
4647,0.728230292009727,0.730870334427258,0.7329559785460278,0.705393580059078,0.7009066988503324,-0.4201605386721022
4648,0.6859335051840147,0.6623132148107299,0.6654338783588964,0.6476097419929306,0.6501767328702642,-0.23951272277014768
4649,0.650858097397999,0.6323834842613894,0.6489110868834277,0.6481257839350572,0.6506298880542588,-0.4266318528249579
4650,0.6469894489813153,0.6665341070433421,0.6621813705960333,0.6300682627934462,0.6347766177029341,-0.35820893480260424
4651,0.6311282006673742,0.6561738363609244,0.6548957922373134,0.6718583218476557,0.6714651565063842,-0.3634658378162351
4652,0.684643891234958,0.6626969171703706,0.6662144542019216,0.6350987204908783,0.6391929399790297,-0.310048383459372
4653,0.6246805177830635,0.6392902674304761,0.6459188317817178,0.669794579717983,0.6696533133316773,-0.5879489051134976
4654,0.6854177808208302,0.6559179623083023,0.6602299439985019,0.6326480468652458,0.6370410391613373,-0.6742552748436146
4655,0.6472474078781508,0.6239416997961648,0.6574977594175107,0.6372913795945209,0.641118081355718,-0.5056018484126343
4656,0.634867766472714,0.6374996095203012,0.6587988405828423,0.6508342786104828,0.6530074070536703,-0.5674536376679494
4657,0.6712328011031524,0.7014521345445763,0.6993900724132184,0.7308029415035363,0.7232143297344764,-0.4181476106194144
4658,0.7310672853741894,0.7100217473168191,0.7364687389700442,0.7160990674256446,0.7103048311075665,-0.45459658056519053
4659,0.7021816015756488,0.6893011931614791,0.7280121016963205,0.7007502473298026,0.696830609795574,-0.45423059364652
4660,0.7264249408021198,0.6963360092856644,0.7354279104658658,0.7208713171288894,0.7144953470822806,-0.5047866957301409
4661,0.7134006987480072,0.7068241210656053,0.7114893102208517,0.7104238571824594,0.7053228330067657,-0.45181840713710075
4662,0.720750954073195,0.7428934347128316,0.7480476535958056,0.7753015081313179,0.7622817294575966,-0.3304272005217069
4663,0.7759431066675285,0.7657883619284922,0.7497388275321838,0.7698843124101232,0.7575251488775417,0.6692161605196825
4664,0.787033121228543,0.7720557733333961,0.7924117163709167,0.7727219175317156,0.7600161541985975,0.14846668255864717
4665,0.7711718858099676,0.749928250837017,0.7771900060607796,0.7519559017146793,0.7417849760672256,-0.10296633056798885
4666,0.7440915403236681,0.7506956555562984,0.7748482915417356,0.7785260447488702,0.7651122155213402,-0.4281956151138228
4667,0.7800697139810477,0.786636949038931,0.8128375561919143,0.8052251176551777,0.7885521511945173,-0.4107280576318215
4668,0.8181110043123833,0.820148008199126,0.8469237724965647,0.8325693171534857,0.8125581514730347,-0.3942752820606793
4669,0.821463734935396,0.8120901179511175,0.8418498733965291,0.8430167770999153,0.8217306655485496,-0.5117071756468196
4670,0.8471255772917813,0.8311478425033015,0.8741146983640068,0.8484339857192569,0.8264864811086441,-0.5609490519770328
4671,0.859505218697218,0.8370315643390698,0.8683904408217403,0.8552699775521744,0.8324882633577672,-0.5422005402796847
4672,0.8600209430604026,0.8489266444600498,0.8800993907078611,0.8721665236318554,0.847321937680432,-0.46635806926973805
4673,0.8793639917133346,0.8459848794709532,0.8756760321904917,0.8525612894045518,0.8301101674580577,-0.45810672783062123
4674,0.8664686259447132,0.8447057522274376,0.8656582562407491,0.8346328658109614,0.8143701953087146,-0.45697549553654876
4675,0.8075367141145534,0.7911137025336601,0.8264981278260326,0.8081918203247904,0.7911566302959063,-0.4454635433674584
4676,0.8141134667148421,0.7950787207136503,0.8358653631931093,0.8094815188884933,0.7922887469652767,-0.3667098127771782
4677,0.8102448182981584,0.8137527556966986,0.8428907019007075,0.8332140696992383,0.8131245923177,-0.49871464003401667
4678,0.8503494187339365,0.8454733488042939,0.8748954563474666,0.8577206640759538,0.8346395998164725,-0.47544119916037875
4679,0.8615683224758082,0.8416361589313224,0.8715127311838096,0.8388892799424231,0.8181069791991363,-0.454995839021922
4680,0.8387436669143721,0.8120901179511175,0.8345642820277777,0.8054831321771678,0.7887789231768322,-0.38354521103602135
4681,0.7693665346023604,0.7431493087654537,0.7658713440961714,0.7516978871926892,0.7415589816461816,-0.2319101763232195
4682,0.7502814448462639,0.7230681135837913,0.7458359743371209,0.7162279843996144,0.7104190699078599,-0.43165585507216214
4683,0.7226853749967802,0.7292075048241017,0.755333244964557,0.7510529411747393,0.7409925408015163,-0.4821786856177221
4684,0.7484761065340229,0.7441723700987722,0.7684733112763686,0.7470545415652673,0.7374825163520987,-0.3391942508007685
4685,0.7654978861856767,0.7665557538572686,0.7963147647164456,0.7954225908285512,0.7799466548639655,-0.4689865207765535
4686,0.7892253205138428,0.7720557733333961,0.811796727687736,0.800323950977963,0.7842491145790924,-0.5240675520364643
4687,0.810115942012667,0.8009622506918435,0.8435412424833733,0.8312794251175858,0.8114258466840021,-0.44127132957177806
4688,0.8250744115598786,0.8463685818305939,0.8592832629653512,0.8682970409963532,0.8439248226523606,-0.46915287846685827
4689,0.8586024399304883,0.8481592397407685,0.8890763511634566,0.8771967878570907,0.8517384606175009,-0.5633778742554825
4690,0.8735611158035523,0.8431709555793802,0.8664388190737432,0.8385023484464635,0.8177671096758129,-0.5311377538744172
4691,0.8517679218638509,0.8242410593342148,0.8516073966851183,0.8226376927788388,0.8038389807011767,-0.550535060563954
4692,0.8469966881109239,0.8990653984980714,0.875806067450851,0.9192448743314366,0.8886530063833057,-0.19140207873400691
4693,0.925271468058895,0.9173559229790544,0.9412464976195946,0.9162781587636772,0.886049292301877,-0.3836949329572957
4694,0.9122472131094163,0.8880655514033914,0.9245936838937975,0.903766943789428,0.8841178426458443,-0.5565904804910476
4695,0.8961280058986396,0.8667054336262932,0.9033872682297747,0.8779706508490099,0.8613951319973667,-0.5479398805951994
4696,0.872142612673638,0.8440663804632551,0.883091645809571,0.8574626495539637,0.8433310166674779,-0.5476404367526508
4697,0.8569259907991047,0.8283339186117281,0.8501762802594277,0.855528004972311,0.8416267277743955,-0.5280102292966875
4698,0.8472544664726387,0.8453453158491954,0.8707321553407844,0.8542381129364115,0.8404907734639131,-0.5265961889290969
4699,0.8471255772917813,0.8348572040692546,0.840939275303176,0.8150278250558548,0.805952605438235,-0.4335356969726061
4700,0.821979652729067,0.7966135173617077,0.8253270819210603,0.8071599557090271,0.7990225153619384,-0.549736543650491
4701,0.821463734935396,0.7948228594515331,0.8130978088530676,0.781363662768609,0.7762998047134608,-0.550535060563954
4702,0.7654978861856767,0.7455793384398112,0.7730269002045631,0.7594368524636932,0.7569856969337692,-0.4222233740318814
4703,0.7685928513423403,0.749928250837017,0.755333244964557,0.7328665030591585,0.7335813409593991,-0.2794385684432935
4704,0.7504103340271213,0.7225565829171323,0.7588460053885733,0.7351882726089681,0.7356270419570361,-0.3749445184472645
4705,0.744994306195032,0.7315098980490158,0.7743277862194291,0.7469256245912975,0.7459655467824567,-0.5039216357405562
4706,0.7491207200780645,0.7265216138876271,0.755333244964557,0.7295130494676365,0.7306278120951636,-0.5554093408898838
4707,0.7355807407654016,0.7168007021788874,0.7458359743371209,0.7424111959378454,0.7419889730290847,-0.459038330896328
4708,0.7555684029623752,0.8047994405648151,0.7842155269088124,0.8286998345179835,0.8179955998177106,-0.25634812102899085
4709,0.8471255772917813,0.8333222155636217,0.8689107640036122,0.852174357908592,0.8386724213488889,-0.45822317821383457
4710,0.8607946392157884,0.8334502357282153,0.8532987657719625,0.8256042019762546,0.81526884293579,-0.24906165419364173
4711,0.8179821151315259,0.7978926446052234,0.8196028243787938,0.7941326987926514,0.7875472912060753,-0.532418708089764
4712,0.816692501182469,0.7838230123568526,0.819472606978,0.7889735175934467,0.7830029472290908,-0.5413687518281608
4713,0.7950283898541114,0.7628465969393955,0.7675627001729842,0.7422822918620225,0.7418754992487514,-0.4798995852605467
4714,0.7409967685974909,0.7225565829171323,0.7581954648059075,0.727578404885984,0.728924476341704,-0.4667905992645305
4715,0.7020527123947914,0.6912196921691772,0.7097981362844735,0.6824348922402524,0.6891595414518781,-0.3592736240205548
4716,0.7081135472014092,0.69364991370111,0.7254101345161232,0.696493833198341,0.7015433710356108,-0.4668238708025914
4717,0.6959918775881737,0.6775339541380226,0.7120098155431582,0.706038526077028,0.7099504262049983,-0.49653535429102413
4718,0.727843443932034,0.7215333169357339,0.7459660095974803,0.7280942533559136,0.7293781958846856,-0.44642841797122607
4719,0.7473153817658235,0.7423817121885974,0.7304840336161584,0.7242247707204115,0.7259697936768728,-0.391580287477742
4720,0.7310672853741894,0.7041382301291308,0.715132301055693,0.7013951933477526,0.7058605667909555,-0.5880819912657415
4721,0.6828385529227169,0.6850803009288668,0.6928850568874922,0.696751847720331,0.7017707073769128,-0.45491266017676957
4722,0.692252298887468,0.6620573535486127,0.6932753448090048,0.6652803445367278,0.674049155647198,-0.5647087357779207
4723,0.6696854087923807,0.6431274573034473,0.5895853843188982,0.5618371453549191,0.5829327199541897,-0.21658863304614978
4724,0.5531111990811178,0.5457917142165007,0.5426191592131238,0.5370727299284109,0.5611189909729063,0.15969582665421947
